               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  12,            0.059377,            0.021105,                   0,            0.069213,             0.55556,             0.08144,            0.024093,            0.053409,            0.013101,                   0,            0.009637,            0.009637,            0.009637
                  13,            0.059861,            0.023358,                   0,             0.05827,             0.55556,            0.087439,            0.024108,              0.0528,            0.013311,                   0,            0.009604,            0.009604,            0.009604
                  14,            0.059485,            0.021757,                   0,             0.14741,              0.2963,             0.12237,            0.033971,            0.052347,            0.013139,                   0,            0.009571,            0.009571,            0.009571
                  15,            0.062462,            0.023487,                   0,             0.11982,             0.18519,             0.12104,            0.042179,            0.051835,            0.013102,                   0,            0.009538,            0.009538,            0.009538
                  16,            0.060255,            0.026472,                   0,            0.083588,              0.2963,            0.095002,            0.031141,            0.050649,            0.013289,                   0,            0.009505,            0.009505,            0.009505
                  17,            0.062665,            0.022699,                   0,             0.10003,              0.2963,            0.090805,            0.030584,            0.049772,            0.013013,                   0,            0.009472,            0.009472,            0.009472
                  18,            0.058638,             0.02604,                   0,             0.10333,             0.25926,               0.073,            0.026472,            0.048001,            0.012972,                   0,            0.009439,            0.009439,            0.009439
                  19,              0.0571,            0.022087,                   0,              0.1016,             0.18519,            0.077048,            0.029288,            0.048552,            0.013045,                   0,            0.009406,            0.009406,            0.009406
                  20,            0.057671,            0.026181,                   0,            0.077001,             0.18519,            0.073162,            0.022243,            0.049261,            0.013337,                   0,            0.009373,            0.009373,            0.009373
                  21,            0.054386,            0.024309,                   0,            0.074067,             0.11111,            0.044398,             0.01143,            0.056655,            0.013182,                   0,             0.00934,             0.00934,             0.00934
                  22,            0.058133,            0.020904,                   0,             0.18461,             0.14815,            0.091462,            0.021866,             0.05008,            0.014094,                   0,            0.009307,            0.009307,            0.009307
                  23,            0.062842,             0.01957,                   0,             0.12707,             0.22222,             0.07647,            0.020435,            0.046308,            0.014021,                   0,            0.009274,            0.009274,            0.009274
                  24,            0.054898,            0.021585,                   0,             0.16844,             0.25926,             0.14129,            0.030838,            0.047497,            0.013775,                   0,            0.009241,            0.009241,            0.009241
                  25,            0.054284,            0.021666,                   0,             0.17179,             0.25926,             0.10256,            0.028171,            0.046853,            0.013606,                   0,            0.009208,            0.009208,            0.009208
                  26,            0.048562,            0.025033,                   0,             0.17179,             0.25926,             0.10256,            0.028171,            0.046853,            0.013606,                   0,            0.009175,            0.009175,            0.009175
                  27,            0.053023,            0.023881,                   0,             0.16012,             0.22222,            0.082526,            0.024241,            0.047574,            0.013273,                   0,            0.009142,            0.009142,            0.009142
                  28,            0.059089,             0.02722,                   0,             0.12181,             0.15947,            0.092456,            0.028805,             0.04777,            0.013165,                   0,            0.009109,            0.009109,            0.009109
                  29,            0.059971,             0.02238,                   0,             0.14731,             0.18519,             0.13644,            0.037143,            0.048317,            0.013061,                   0,            0.009076,            0.009076,            0.009076
                  30,            0.048977,            0.022763,                   0,             0.12533,             0.18519,            0.094457,            0.033976,            0.045659,            0.013589,                   0,            0.009043,            0.009043,            0.009043
                  31,            0.055951,            0.025362,                   0,             0.19046,             0.25926,             0.12373,            0.030434,            0.046154,            0.013625,                   0,             0.00901,             0.00901,             0.00901
                  32,            0.052056,            0.023493,                   0,             0.15345,             0.37037,             0.10874,            0.028209,            0.045101,            0.013673,                   0,            0.008977,            0.008977,            0.008977
                  33,            0.052221,             0.02186,                   0,             0.17568,             0.25926,            0.099487,             0.02642,            0.044336,            0.013697,                   0,            0.008944,            0.008944,            0.008944
                  34,            0.053086,            0.025283,                   0,             0.16668,             0.14816,             0.10152,              0.0227,            0.045072,            0.013957,                   0,            0.008911,            0.008911,            0.008911
                  35,            0.046633,            0.022561,                   0,             0.18884,             0.18519,             0.11467,            0.030992,            0.042706,            0.013998,                   0,            0.008878,            0.008878,            0.008878
                  36,            0.050102,            0.022348,                   0,             0.21952,             0.21888,             0.14342,            0.035524,            0.043769,            0.013789,                   0,            0.008845,            0.008845,            0.008845
                  37,            0.049675,             0.02326,                   0,              0.1803,             0.18744,             0.14361,            0.029675,            0.041924,            0.013593,                   0,            0.008812,            0.008812,            0.008812
                  38,            0.048636,            0.021655,                   0,             0.32057,             0.22222,             0.17987,            0.039282,            0.040797,            0.013555,                   0,            0.008779,            0.008779,            0.008779
                  39,            0.044958,             0.02278,                   0,             0.14249,             0.18519,             0.15146,            0.044525,            0.041156,            0.012782,                   0,            0.008746,            0.008746,            0.008746
                  40,            0.051083,            0.023574,                   0,             0.15672,             0.18519,            0.094315,            0.026003,            0.040803,            0.013601,                   0,            0.008713,            0.008713,            0.008713
                  41,            0.054627,             0.02106,                   0,             0.24479,             0.22222,             0.17941,            0.059533,            0.042795,            0.013596,                   0,             0.00868,             0.00868,             0.00868
                  42,            0.049649,            0.018279,                   0,             0.24479,             0.22222,             0.17941,            0.059533,            0.042795,            0.013596,                   0,            0.008647,            0.008647,            0.008647
                  43,            0.050922,            0.021175,                   0,             0.30756,             0.25926,             0.18458,            0.056198,            0.044944,            0.013346,                   0,            0.008614,            0.008614,            0.008614
                  44,            0.051071,            0.017279,                   0,             0.34736,             0.23703,             0.17512,            0.055553,            0.047042,            0.012838,                   0,            0.008581,            0.008581,            0.008581
                  45,              0.0571,            0.022768,                   0,             0.35519,             0.22222,             0.18154,            0.053722,            0.048488,            0.012494,                   0,            0.008548,            0.008548,            0.008548
                  46,            0.058589,            0.019685,                   0,              0.3612,             0.22222,             0.18608,              0.0531,            0.048536,            0.012275,                   0,            0.008515,            0.008515,            0.008515
                  47,            0.059391,            0.023762,                   0,             0.39468,             0.22222,             0.23313,            0.061772,            0.046797,             0.01251,                   0,            0.008482,            0.008482,            0.008482
                  48,            0.052466,            0.018721,                   0,             0.25931,              0.2963,             0.19036,            0.048177,            0.044159,             0.01276,                   0,            0.008449,            0.008449,            0.008449
                  49,            0.053001,            0.023456,                   0,              0.1878,              0.2963,             0.16314,            0.044771,            0.041747,            0.013071,                   0,            0.008416,            0.008416,            0.008416
                  50,             0.05149,            0.020999,                   0,             0.30277,              0.2963,             0.19996,            0.064307,            0.040886,            0.013269,                   0,            0.008383,            0.008383,            0.008383
                  51,             0.05136,            0.023345,                   0,             0.37746,             0.37037,             0.24356,            0.072323,              0.0386,             0.01364,                   0,             0.00835,             0.00835,             0.00835
                  52,            0.045016,            0.020825,                   0,             0.36124,              0.2963,             0.21343,            0.066075,             0.04007,            0.013608,                   0,            0.008317,            0.008317,            0.008317
                  53,            0.040747,            0.020479,                   0,             0.30692,             0.33333,             0.18944,            0.072071,             0.03981,            0.013949,                   0,            0.008284,            0.008284,            0.008284
                  54,            0.048201,            0.023755,                   0,             0.29789,             0.33333,             0.22793,            0.064082,            0.038733,            0.013756,                   0,            0.008251,            0.008251,            0.008251
                  55,            0.042918,            0.019723,                   0,             0.30056,             0.33333,             0.22575,            0.065087,            0.041045,            0.013738,                   0,            0.008218,            0.008218,            0.008218
                  56,            0.045996,            0.021737,                   0,             0.29134,             0.37037,             0.22807,            0.072236,            0.038203,            0.013927,                   0,            0.008185,            0.008185,            0.008185
                  57,            0.049367,            0.018958,                   0,             0.39695,              0.2963,             0.26951,            0.074633,            0.038189,            0.013534,                   0,            0.008152,            0.008152,            0.008152
                  58,            0.047547,            0.021864,                   0,             0.39695,              0.2963,             0.26951,            0.074633,            0.038189,            0.013534,                   0,            0.008119,            0.008119,            0.008119
                  59,            0.048541,            0.022846,                   0,              0.2754,             0.37037,             0.26839,            0.070456,             0.03913,            0.013264,                   0,            0.008086,            0.008086,            0.008086
                  60,            0.048042,             0.01965,                   0,             0.29106,             0.33333,             0.25177,            0.068602,            0.039836,            0.013072,                   0,            0.008053,            0.008053,            0.008053
                  61,            0.046061,            0.020612,                   0,             0.26522,             0.37441,             0.23421,            0.060536,            0.039682,            0.013106,                   0,             0.00802,             0.00802,             0.00802
                  62,            0.044483,            0.022027,                   0,             0.41549,             0.25926,             0.27731,            0.076111,            0.038989,            0.012822,                   0,            0.007987,            0.007987,            0.007987
                  63,            0.045925,            0.020199,                   0,             0.42917,             0.36228,             0.31752,            0.088041,            0.038681,            0.012589,                   0,            0.007954,            0.007954,            0.007954
                  64,            0.039505,             0.01837,                   0,             0.34067,              0.2963,             0.28459,            0.081763,            0.038464,            0.012565,                   0,            0.007921,            0.007921,            0.007921
                  65,            0.044509,            0.019777,                   0,             0.38311,              0.2963,             0.24739,            0.074163,            0.038882,            0.012582,                   0,            0.007888,            0.007888,            0.007888
                  66,             0.04069,             0.02258,                   0,             0.36486,             0.33333,             0.27839,            0.094156,            0.038405,            0.012366,                   0,            0.007855,            0.007855,            0.007855
                  67,            0.045743,            0.020883,                   0,             0.35856,             0.31092,             0.24172,            0.086104,            0.039264,            0.012214,                   0,            0.007822,            0.007822,            0.007822
                  68,            0.041184,            0.019634,                   0,             0.38292,              0.2963,             0.27148,            0.082917,            0.039074,            0.012315,                   0,            0.007789,            0.007789,            0.007789
                  69,            0.039589,            0.019722,                   0,             0.50172,             0.33333,              0.3279,            0.084177,            0.039491,            0.012023,                   0,            0.007756,            0.007756,            0.007756
                  70,            0.035699,            0.017155,                   0,             0.46336,               0.416,             0.36273,            0.082205,            0.038573,            0.012434,                   0,            0.007723,            0.007723,            0.007723
                  71,            0.042942,            0.018899,                   0,             0.57196,              0.2963,             0.34679,            0.097963,            0.037635,            0.012772,                   0,             0.00769,             0.00769,             0.00769
                  72,            0.045181,            0.022995,                   0,             0.36295,             0.40741,              0.3763,            0.086587,            0.038665,            0.012994,                   0,            0.007657,            0.007657,            0.007657
                  73,            0.044063,            0.020667,                   0,             0.68521,              0.2963,              0.3719,             0.11279,            0.038131,             0.01311,                   0,            0.007624,            0.007624,            0.007624
                  74,            0.042082,            0.020808,                   0,             0.68521,              0.2963,              0.3719,             0.11279,            0.038131,             0.01311,                   0,            0.007591,            0.007591,            0.007591
                  75,            0.041042,            0.017331,                   0,             0.56686,              0.2963,              0.3337,             0.10452,             0.03859,            0.013131,                   0,            0.007558,            0.007558,            0.007558
                  76,            0.041589,            0.021576,                   0,             0.53963,              0.2963,             0.30191,             0.10318,            0.039508,            0.013285,                   0,            0.007525,            0.007525,            0.007525
                  77,            0.042248,            0.018774,                   0,             0.33954,              0.2963,             0.23447,            0.085406,            0.040212,            0.013516,                   0,            0.007492,            0.007492,            0.007492
                  78,            0.039661,            0.017965,                   0,             0.43392,              0.2963,             0.21901,            0.085478,            0.039937,            0.013724,                   0,            0.007459,            0.007459,            0.007459
                  79,            0.042588,             0.01836,                   0,             0.47769,             0.33333,             0.30762,            0.081083,            0.039988,            0.014036,                   0,            0.007426,            0.007426,            0.007426
                  80,            0.035039,            0.017522,                   0,             0.56754,              0.2963,             0.37275,            0.089245,            0.038885,            0.013848,                   0,            0.007393,            0.007393,            0.007393
                  81,            0.038838,            0.017356,                   0,              0.6907,              0.2963,             0.33035,            0.076611,            0.039382,            0.013576,                   0,             0.00736,             0.00736,             0.00736
                  82,            0.039732,            0.017791,                   0,             0.47928,             0.40741,              0.4046,             0.10926,            0.040194,            0.012726,                   0,            0.007327,            0.007327,            0.007327
                  83,            0.036107,            0.017109,                   0,             0.65939,             0.35905,             0.42433,              0.1178,            0.039954,            0.012317,                   0,            0.007294,            0.007294,            0.007294
                  84,            0.037991,            0.020287,                   0,             0.65628,             0.37037,             0.40218,             0.11227,            0.039736,            0.012001,                   0,            0.007261,            0.007261,            0.007261
                  85,            0.034163,            0.016313,                   0,              0.6672,             0.37037,             0.40806,             0.10116,            0.041611,            0.011412,                   0,            0.007228,            0.007228,            0.007228
                  86,            0.039858,            0.017325,                   0,             0.63427,             0.33333,             0.37499,             0.11171,            0.040663,            0.011241,                   0,            0.007195,            0.007195,            0.007195
                  87,            0.038807,            0.016853,                   0,             0.47797,             0.33333,             0.31021,            0.087596,            0.042763,            0.011993,                   0,            0.007162,            0.007162,            0.007162
                  88,            0.042037,               0.017,                   0,             0.60811,             0.40741,             0.36142,             0.11026,            0.039507,            0.012215,                   0,            0.007129,            0.007129,            0.007129
                  89,            0.037536,            0.018404,                   0,             0.60118,             0.33333,             0.30424,             0.07943,             0.04301,            0.012053,                   0,            0.007096,            0.007096,            0.007096
                  90,            0.041593,            0.019106,                   0,             0.60118,             0.33333,             0.30424,             0.07943,             0.04301,            0.012053,                   0,            0.007063,            0.007063,            0.007063
                  91,            0.047175,            0.016094,                   0,              0.4108,              0.2963,             0.25752,            0.066193,            0.045647,            0.011958,                   0,             0.00703,             0.00703,             0.00703
                  92,            0.044871,            0.014485,                   0,             0.41797,             0.31958,             0.25599,            0.059403,            0.046312,            0.012029,                   0,            0.006997,            0.006997,            0.006997
                  93,            0.046414,            0.017513,                   0,             0.40187,             0.37037,             0.26823,            0.071854,            0.044874,            0.012289,                   0,            0.006964,            0.006964,            0.006964
                  94,            0.042413,             0.01584,                   0,             0.31949,             0.37037,             0.26132,            0.072374,            0.043347,            0.012555,                   0,            0.006931,            0.006931,            0.006931
                  95,            0.040288,            0.019952,                   0,             0.32306,             0.37037,             0.26823,            0.078205,            0.041234,            0.013064,                   0,            0.006898,            0.006898,            0.006898
                  96,            0.036295,            0.017259,                   0,             0.28838,             0.33333,             0.23882,            0.078986,            0.038975,            0.013088,                   0,            0.006865,            0.006865,            0.006865
                  97,            0.035633,            0.016213,                   0,             0.33152,              0.2963,             0.19369,            0.063562,            0.040239,            0.013559,                   0,            0.006832,            0.006832,            0.006832
                  98,            0.034976,            0.018293,                   0,             0.28555,             0.37037,             0.20607,            0.058864,            0.039891,            0.013797,                   0,            0.006799,            0.006799,            0.006799
                  99,            0.038624,            0.019053,                   0,             0.39938,             0.33333,             0.25172,            0.069883,            0.041966,            0.014371,                   0,            0.006766,            0.006766,            0.006766
                 100,            0.033805,            0.016784,                   0,             0.55239,              0.2963,             0.27069,             0.07151,            0.041703,            0.013965,                   0,            0.006733,            0.006733,            0.006733
                 101,            0.032691,            0.016687,                   0,             0.48738,             0.40741,             0.30884,            0.082314,            0.040964,            0.013588,                   0,              0.0067,              0.0067,              0.0067
                 102,            0.033447,            0.017142,                   0,             0.56271,             0.33363,             0.37172,            0.085128,            0.040337,            0.013342,                   0,            0.006667,            0.006667,            0.006667
                 103,            0.033865,            0.016079,                   0,             0.49501,             0.44444,             0.36983,                 0.1,              0.0386,            0.013808,                   0,            0.006634,            0.006634,            0.006634
                 104,            0.039461,            0.014449,                   0,             0.39179,             0.33333,             0.26905,              0.0889,            0.041685,            0.013738,                   0,            0.006601,            0.006601,            0.006601
                 105,            0.047273,             0.01586,                   0,             0.47053,             0.44444,             0.40708,             0.10859,            0.038226,            0.014225,                   0,            0.006568,            0.006568,            0.006568
                 106,            0.036148,            0.015063,                   0,             0.47053,             0.44444,             0.40708,             0.10859,            0.038226,            0.014225,                   0,            0.006535,            0.006535,            0.006535
                 107,             0.03967,            0.017376,                   0,              0.4128,             0.41685,             0.38606,             0.10815,            0.038726,            0.014057,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.035966,            0.015988,                   0,             0.61735,              0.2963,              0.3898,             0.11324,            0.038973,            0.014275,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.040166,            0.017047,                   0,             0.68445,              0.2963,             0.39973,             0.11586,            0.039256,            0.014491,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.035345,            0.018241,                   0,             0.62112,              0.2963,             0.40446,             0.12297,            0.039329,            0.014542,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.031326,            0.016219,                   0,              0.4699,             0.37037,             0.39357,             0.11189,            0.039055,            0.014582,                   0,             0.00637,             0.00637,             0.00637
                 112,             0.03671,            0.017044,                   0,             0.44026,             0.37037,             0.39659,              0.1096,            0.038007,            0.014613,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.037189,            0.019131,                   0,             0.44829,             0.44444,             0.37469,              0.1071,            0.038279,            0.014049,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.033607,            0.015168,                   0,              0.4347,             0.33333,             0.30673,            0.093265,              0.0387,             0.01404,                   0,            0.006271,            0.006271,            0.006271
                 115,            0.033911,            0.016725,                   0,             0.26077,              0.2963,             0.20947,            0.071789,            0.038604,            0.013645,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.037176,            0.015928,                   0,             0.31284,             0.25926,               0.238,            0.087841,            0.039765,            0.013513,                   0,            0.006205,            0.006205,            0.006205
                 117,             0.03537,            0.016875,                   0,             0.42439,              0.2963,             0.32191,            0.083048,            0.037496,            0.013834,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.037562,            0.014696,                   0,             0.35878,             0.25926,             0.23015,            0.085662,            0.038112,             0.01372,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.037088,            0.014769,                   0,             0.41811,             0.33333,             0.32571,            0.097988,            0.039885,            0.014072,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.033467,            0.015273,                   0,             0.40171,             0.34853,             0.37979,             0.12389,            0.039593,             0.01373,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.031243,             0.01515,                   0,              0.8145,             0.22222,             0.33275,             0.10658,            0.040332,            0.013935,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.036295,            0.015361,                   0,              0.8145,             0.22222,             0.33275,             0.10658,            0.040332,            0.013935,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.032703,             0.01511,                   0,             0.44666,              0.2963,             0.31794,              0.1033,            0.041089,            0.013855,                   0,            0.005974,            0.005974,            0.005974
                 124,              0.0376,            0.013418,                   0,             0.48071,              0.2963,             0.31915,            0.095516,            0.041501,            0.013657,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.034874,            0.014804,                   0,             0.41879,             0.48148,             0.37213,             0.11648,             0.04087,            0.013614,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.037131,             0.01796,                   0,             0.38726,             0.39818,             0.37999,             0.12863,            0.039562,            0.013753,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.035626,            0.015395,                   0,             0.55722,             0.44444,             0.41945,             0.15936,            0.039071,            0.013545,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.029875,            0.014109,                   0,             0.55583,             0.37037,             0.43217,             0.15346,            0.038901,            0.013518,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.034333,            0.017478,                   0,             0.51468,             0.33333,             0.43068,             0.15707,            0.038403,            0.013275,                   0,            0.005776,            0.005776,            0.005776
                 130,             0.02999,            0.013898,                   0,             0.60174,             0.39223,             0.43675,             0.14411,            0.038069,              0.0136,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.033348,            0.016007,                   0,             0.47009,             0.37037,             0.41342,             0.14941,            0.037507,            0.013913,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.033281,            0.017439,                   0,              0.4054,             0.44444,             0.41068,              0.1534,            0.037727,            0.013755,                   0,            0.005677,            0.005677,            0.005677
                 133,             0.03409,            0.014955,                   0,              0.4353,             0.42859,             0.38721,             0.15006,            0.037855,            0.013976,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.032196,            0.016445,                   0,             0.47486,             0.48148,              0.4169,             0.14865,            0.038057,            0.014461,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.034184,            0.014594,                   0,             0.38982,             0.44444,             0.36111,             0.14352,            0.036814,            0.014652,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.027968,            0.012375,                   0,             0.39573,             0.33333,             0.36263,             0.14617,            0.037459,            0.014555,                   0,            0.005545,            0.005545,            0.005545
                 137,             0.03028,            0.013783,                   0,             0.52297,             0.36566,             0.35895,             0.13938,            0.036483,            0.015019,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.029296,            0.016997,                   0,             0.52297,             0.36566,             0.35895,             0.13938,            0.036483,            0.015019,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.032775,            0.014053,                   0,             0.44985,             0.36368,              0.3081,             0.10362,            0.037153,            0.015248,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.032436,            0.016939,                   0,             0.40233,             0.34944,              0.2794,            0.091161,            0.036982,            0.015292,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.034201,            0.016332,                   0,             0.38988,             0.30805,             0.29006,            0.085372,            0.036576,            0.015536,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.028689,            0.015815,                   0,             0.43412,              0.2963,             0.33176,             0.11367,            0.035617,            0.015319,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.031495,            0.014163,                   0,             0.45864,             0.34555,             0.32312,             0.14212,            0.036013,            0.015007,                   0,            0.005314,            0.005314,            0.005314
                 144,                0.03,            0.014265,                   0,             0.37663,             0.33333,             0.31954,             0.14771,            0.035959,            0.014355,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.027482,            0.014531,                   0,             0.54398,             0.37037,             0.34484,             0.15728,            0.035465,            0.014012,                   0,            0.005248,            0.005248,            0.005248
                 146,             0.02996,            0.013747,                   0,             0.47517,             0.37037,             0.35476,             0.15927,            0.035008,            0.013685,                   0,            0.005215,            0.005215,            0.005215
                 147,             0.02771,            0.015261,                   0,             0.48328,             0.40741,             0.36788,             0.17093,            0.034879,            0.013499,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.032027,             0.01419,                   0,             0.39797,             0.44444,             0.36823,             0.15064,            0.034826,            0.013742,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.026073,            0.014153,                   0,             0.45845,             0.51852,             0.41004,             0.18329,            0.034278,            0.013582,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.027661,            0.013757,                   0,               0.427,             0.48148,             0.39105,             0.16056,            0.034866,            0.013917,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.029794,            0.013804,                   0,              0.4206,             0.45735,             0.39223,             0.18093,            0.035571,            0.014339,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.032392,            0.015678,                   0,               0.564,              0.2963,             0.36643,             0.12392,            0.035944,             0.01411,                   0,            0.005017,            0.005017,            0.005017
                 153,             0.02802,            0.012937,                   0,             0.53769,             0.51852,             0.50938,             0.18351,            0.035057,            0.014045,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.027105,            0.014221,                   0,             0.53769,             0.51852,             0.50938,             0.18351,            0.035057,            0.014045,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.028904,            0.011222,                   0,             0.50005,             0.44444,             0.48869,             0.18655,            0.035575,            0.014294,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.033175,            0.015468,                   0,             0.62875,             0.37666,             0.48319,             0.19455,             0.03583,            0.014221,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.034111,            0.013832,                   0,             0.65772,             0.44444,             0.50547,             0.17659,             0.03622,            0.014266,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.031798,            0.015571,                   0,             0.63259,             0.44444,             0.48961,             0.16587,            0.036856,            0.014508,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.032013,            0.017603,                   0,             0.67383,             0.48148,             0.51214,             0.16153,            0.036885,            0.014548,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.029919,            0.014668,                   0,             0.77535,              0.2963,             0.40687,             0.13774,            0.037037,            0.014607,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.028623,            0.014269,                   0,             0.63539,             0.40741,             0.44092,             0.14959,            0.036238,            0.014652,                   0,             0.00472,             0.00472,             0.00472
                 162,             0.02375,            0.013952,                   0,             0.73028,             0.40147,             0.47738,             0.16402,            0.035201,            0.014895,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.025648,            0.015048,                   0,             0.37538,             0.44444,             0.42298,             0.15765,            0.034537,            0.015321,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.028161,            0.014929,                   0,             0.70358,             0.37037,             0.44226,             0.16201,            0.035133,            0.015182,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.027078,            0.015234,                   0,             0.57079,             0.40741,             0.42998,             0.15594,            0.035095,            0.014978,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.029735,            0.013281,                   0,             0.66203,             0.37037,             0.43031,             0.14079,            0.036391,            0.014602,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.030186,            0.014767,                   0,             0.68557,             0.40741,             0.44612,             0.15758,             0.03556,            0.014262,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.030017,            0.013434,                   0,             0.68553,             0.37037,             0.44721,             0.14749,            0.036796,            0.013792,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.029605,            0.012873,                   0,             0.73228,             0.40741,             0.45417,             0.17483,            0.036442,            0.013724,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.033184,             0.01334,                   0,             0.73228,             0.40741,             0.45417,             0.17483,            0.036442,            0.013724,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.031461,            0.013947,                   0,             0.56119,             0.37037,             0.44386,             0.14568,            0.037593,            0.013717,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.033404,            0.013925,                   0,             0.47057,             0.42833,             0.43299,               0.147,            0.037915,            0.013398,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.028139,            0.012876,                   0,             0.47727,             0.44444,             0.42311,             0.16714,            0.037694,            0.013345,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.028894,            0.012701,                   0,             0.40556,             0.44444,             0.41008,             0.17222,            0.036842,            0.013505,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.027706,            0.013505,                   0,             0.39821,             0.44444,             0.41509,             0.16881,            0.036407,            0.013879,                   0,            0.004258,            0.004258,            0.004258
