               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 176,            0.024823,            0.013297,                   0,             0.39521,             0.40741,             0.39935,             0.14867,            0.036296,            0.013874,                   0,            0.004225,            0.004225,            0.004225
                 177,             0.02655,            0.013512,                   0,             0.40346,             0.40741,             0.37212,             0.13685,            0.036295,            0.014121,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.028356,            0.013068,                   0,             0.55993,              0.2963,             0.38417,             0.14729,            0.036621,             0.01406,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.027076,            0.012681,                   0,             0.53877,             0.37037,             0.36936,             0.14271,            0.036497,            0.014289,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.024441,            0.012541,                   0,             0.49945,             0.40741,             0.38348,             0.13233,            0.035979,            0.014338,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.025632,            0.012579,                   0,             0.44806,             0.40741,             0.37128,             0.14265,            0.035851,            0.014494,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.026121,            0.013927,                   0,             0.40893,             0.40741,             0.37285,             0.13382,            0.036256,            0.014763,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.024747,            0.013116,                   0,             0.46704,             0.42229,             0.35657,             0.13107,            0.036312,            0.014499,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.026451,            0.012631,                   0,             0.45891,             0.40741,             0.32863,             0.12579,            0.035712,            0.014264,                   0,            0.003961,            0.003961,            0.003961
                 185,              0.0244,            0.012277,                   0,             0.45395,             0.44444,             0.38778,              0.1237,            0.036302,            0.014065,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.026683,            0.011801,                   0,             0.45395,             0.44444,             0.38778,              0.1237,            0.036302,            0.014065,                   0,            0.003895,            0.003895,            0.003895
                 187,              0.0291,            0.012895,                   0,             0.46058,             0.48148,             0.40048,             0.12135,            0.037012,            0.013924,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.033782,            0.014467,                   0,             0.52428,             0.44444,              0.3995,             0.11461,            0.037435,            0.014111,                   0,            0.003829,            0.003829,            0.003829
                 189,             0.03249,            0.011681,                   0,             0.49788,             0.48148,             0.36506,             0.11826,            0.037012,            0.014072,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.023765,            0.010031,                   0,             0.47594,             0.40378,             0.37678,             0.12129,            0.035468,            0.014322,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.030815,            0.013963,                   0,             0.40632,             0.33333,             0.30444,             0.11043,            0.035405,            0.014416,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.028203,             0.01405,                   0,             0.50648,             0.33333,             0.32443,             0.12516,            0.036358,            0.014516,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.027908,            0.012443,                   0,             0.59118,             0.37037,             0.38671,             0.14357,            0.036473,            0.014562,                   0,            0.003664,            0.003664,            0.003664
                 194,             0.02614,            0.012018,                   0,             0.56228,             0.40741,             0.34136,             0.13295,            0.036397,            0.014578,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.022608,             0.01182,                   0,              0.5276,             0.40741,             0.34037,             0.13222,            0.036492,             0.01509,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.024833,            0.011445,                   0,             0.48289,             0.37037,             0.33601,             0.12628,            0.037096,            0.014954,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.027909,            0.014963,                   0,             0.49462,             0.40741,             0.37418,             0.11628,            0.037445,            0.014499,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.028087,            0.012367,                   0,             0.39125,             0.33333,             0.31339,             0.10608,            0.037152,            0.014785,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.028766,            0.014763,                   0,             0.48209,             0.31078,             0.33105,             0.12009,            0.037639,            0.014845,                   0,            0.003466,            0.003466,            0.003466
                 200,             0.02885,            0.014193,                   0,             0.43554,              0.2963,             0.30399,              0.1157,            0.038053,            0.014868,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.026389,            0.011181,                   0,             0.50886,             0.33333,             0.37099,             0.12847,            0.038398,            0.014924,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.025045,            0.012953,                   0,             0.50886,             0.33333,             0.37099,             0.12847,            0.038398,            0.014924,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.024678,            0.011747,                   0,             0.47404,             0.33333,             0.39158,             0.12338,            0.038945,            0.015203,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.031241,            0.012585,                   0,             0.51495,             0.33333,             0.37087,             0.11797,            0.039415,             0.01547,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.030084,             0.01296,                   0,             0.54956,             0.33333,             0.38724,             0.14016,            0.039489,            0.015573,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.022316,            0.011721,                   0,             0.50372,             0.33857,             0.38756,              0.1347,            0.039212,            0.015767,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.026563,            0.014475,                   0,             0.63591,             0.25926,             0.34639,             0.12754,            0.039372,            0.016021,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.025832,            0.011199,                   0,             0.62242,              0.2963,             0.33629,             0.12045,            0.039295,            0.015866,                   0,            0.003169,            0.003169,            0.003169
                 209,             0.02879,            0.013799,                   0,             0.60427,              0.2963,             0.33254,             0.12799,            0.039137,            0.015616,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.024799,            0.011128,                   0,             0.50005,             0.29636,              0.3335,             0.12935,            0.038852,            0.015472,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.022705,            0.015014,                   0,             0.60432,             0.33973,             0.35877,             0.12548,            0.038504,            0.015357,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.025393,             0.01468,                   0,             0.49833,             0.33333,             0.33193,             0.11696,            0.037812,            0.015051,                   0,            0.003037,            0.003037,            0.003037
                 213,             0.02298,            0.012237,                   0,              0.4856,             0.37037,             0.36937,             0.12531,            0.037775,            0.014824,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.022489,            0.013524,                   0,             0.43815,             0.37037,             0.33966,             0.13443,            0.036679,            0.014813,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.024992,            0.013278,                   0,             0.48267,             0.40741,             0.37763,             0.13551,            0.036984,            0.014486,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.023781,            0.011219,                   0,             0.38895,             0.37037,             0.34213,             0.12155,              0.0366,            0.014422,                   0,            0.002905,            0.002905,            0.002905
                 217,             0.02226,            0.011451,                   0,             0.39111,             0.40741,             0.33064,             0.12207,            0.036425,            0.014225,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.024539,            0.011127,                   0,             0.39111,             0.40741,             0.33064,             0.12207,            0.036425,            0.014225,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.024117,            0.011194,                   0,             0.36142,             0.40741,             0.35526,             0.12791,            0.036138,            0.014044,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.026295,            0.011011,                   0,             0.35208,             0.40741,             0.33662,             0.12074,             0.03572,            0.014043,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.024947,            0.010783,                   0,             0.38012,             0.44444,             0.34541,             0.11695,            0.035585,            0.013921,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.024442,            0.012819,                   0,             0.39356,             0.43291,             0.34187,             0.11305,            0.035814,            0.014126,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.022633,            0.012815,                   0,             0.44544,             0.44444,             0.36295,             0.11858,            0.036083,            0.014077,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.022736,            0.013502,                   0,             0.45929,             0.44444,              0.3371,             0.11369,            0.036136,            0.014068,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.023388,            0.010495,                   0,              0.4714,             0.48148,             0.40491,             0.11775,            0.035927,             0.01421,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.026661,            0.012407,                   0,             0.43084,             0.39287,             0.41192,             0.12719,            0.035976,            0.014421,                   0,            0.002575,            0.002575,            0.002575
                 227,             0.02202,           0.0098732,                   0,             0.39891,             0.34444,             0.36577,              0.1227,            0.036176,            0.014658,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.020043,            0.010435,                   0,             0.41069,             0.33333,             0.36615,             0.11552,            0.036001,            0.015092,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.024947,            0.011906,                   0,             0.46381,             0.35287,             0.36089,             0.11299,            0.036003,            0.015175,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.026347,            0.012853,                   0,             0.48481,               0.349,             0.38015,             0.11989,            0.036038,            0.015017,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.024266,            0.011307,                   0,             0.45065,             0.37037,             0.37195,             0.12109,            0.036012,            0.015053,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.023347,             0.01085,                   0,             0.45594,             0.37037,             0.37795,             0.12325,            0.035919,            0.014811,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.022185,            0.011171,                   0,             0.50795,             0.40741,             0.41203,             0.12209,            0.036323,            0.014704,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.021468,            0.011652,                   0,             0.50795,             0.40741,             0.41203,             0.12209,            0.036323,            0.014704,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.024251,            0.012611,                   0,             0.47353,             0.40741,             0.41668,             0.12501,            0.036783,            0.014845,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.027623,            0.011562,                   0,              0.4343,             0.40741,             0.40857,             0.11462,             0.03712,            0.014868,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.023571,            0.010548,                   0,             0.43386,             0.40741,              0.4039,             0.11855,            0.037123,            0.015097,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.023599,            0.011437,                   0,             0.46262,             0.40741,             0.40736,             0.11518,            0.037347,            0.015135,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.026052,            0.013272,                   0,             0.43577,             0.37037,             0.39213,             0.11314,            0.037577,            0.015132,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.023341,            0.012594,                   0,             0.47642,             0.37037,             0.39417,             0.12447,            0.037434,            0.015099,                   0,            0.002113,            0.002113,            0.002113
                 241,             0.02247,            0.011198,                   0,             0.50109,             0.37037,             0.36721,             0.11496,            0.037596,            0.015244,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.022339,            0.011855,                   0,             0.53037,             0.37037,             0.36056,             0.12275,             0.03751,            0.015376,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.021515,            0.011548,                   0,             0.51838,              0.3592,             0.34742,             0.11131,            0.037752,            0.015704,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.020821,            0.010301,                   0,             0.47228,             0.33333,              0.3408,             0.12067,            0.037541,            0.015807,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.018585,            0.009898,                   0,             0.45114,             0.37037,             0.34783,             0.11703,            0.037134,            0.015926,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.023813,            0.011771,                   0,             0.53592,             0.37037,             0.35744,             0.12517,            0.036795,            0.016025,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.022328,            0.011436,                   0,             0.46004,             0.33333,             0.37597,             0.13436,             0.03686,            0.015814,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.020846,            0.011247,                   0,             0.45935,             0.33333,             0.38752,             0.14029,             0.03668,            0.015517,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.019674,            0.012107,                   0,               0.491,             0.37037,             0.41272,              0.1443,            0.036149,            0.015471,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.021311,            0.011988,                   0,               0.491,             0.37037,             0.41272,              0.1443,            0.036149,            0.015471,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.021345,            0.011969,                   0,             0.53344,             0.38152,             0.41376,             0.15411,            0.036166,            0.015199,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.018992,           0.0091125,                   0,             0.49141,             0.39405,             0.40107,             0.15012,            0.036202,            0.015302,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.019109,            0.011194,                   0,             0.42338,             0.40793,             0.37374,             0.14102,            0.036019,             0.01527,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.023031,            0.011336,                   0,             0.45209,             0.45871,             0.39867,             0.14656,            0.036161,            0.015147,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.023893,            0.011224,                   0,             0.47616,             0.43789,             0.38886,             0.14148,            0.036064,            0.015146,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.023357,             0.01063,                   0,             0.49591,             0.51852,             0.40472,             0.14783,            0.036035,            0.014945,                   0,            0.001585,            0.001585,            0.001585
